Assigned to,id,name,address1,zip,country,latitude,longitude,phone,Yelp URL of Business,City Page,Notes,Yelp search URL
MW,69931,GOODY FOODS LLC,HUNTER'S POINT SHIPYARD BLDG 110,,US,,,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69931,none found; website: https://goodyfoodssf.com/,"http://www.yelp.com/search?find_desc=GOODY FOODS LLC#find_loc=HUNTER'S POINT SHIPYARD BLDG 110,sf"
LD,3798,SF HILTON - BANQUET KITCHEN,333 O'FARRELL ST FLOOR F,94102,US,37.786094,-122.410467,,unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:3798,,"http://www.yelp.com/search?find_desc=SF HILTON - BANQUET KITCHEN#find_loc=333 O'FARRELL ST FLOOR F,sf"
,5788,ULLOA ELEMENTARY SCHOOL,2650 42ND AVE,94116,US,37.737289,-122.499923,,ulloa-elementary-school-san-francisco,,,
,4960,THREE STAR RESTAURANT,2515 NORIEGA ST,94122,US,37.753583,-122.490839,,three-star-restaurant-san-francisco,,,
,874,PANCHO'S SALSA BAR & GRILL,1639 POLK ST,94109,US,37.792093,-122.421024,,panchos-salsa-bar-and-grill-san-francisco,,,
MW,70042,FUKI LLC,428 11TH ST,,US,,,,http://www.yelp.com/biz/eat-fuki-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:70042,,"http://www.yelp.com/search?find_desc=FUKI LLC#find_loc=428 11TH ST,sf"
SM,7675,S & P CONCESSIONS-MS SAN FRANCISCO,FERRY PLAZA PIER,94111,US,37.794404,-122.39303,14155922000,Unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:7675,,"http://www.yelp.com/search?find_desc=S & P CONCESSIONS-MS SAN FRANCISCO#find_loc=FERRY PLAZA PIER,sf"
,67751,HAPPY DONUT,6 06TH ST,94103,US,,,,happy-donut-san-francisco-4,,,
luther,69279,PATISSERIE PHILIPPE,2565 03RD ST #323,94107,US,37.757114,-122.388034,,http://www.yelp.com/biz/bonjour-patisserie-san-francisco#query:PATISSERIE%20PHILIPPE,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69279,,"http://www.yelp.com/search?find_desc=PATISSERIE PHILIPPE#find_loc=2565 03RD ST #323,sf"
MNW,63079,"G. L. ALFIERI, LLC",1 FERRY BUILDING,94111,US,37.795225,-122.39377,14159533448,http://www.yelp.com/biz/alfieri-farms-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:63079,,"http://www.yelp.com/search?find_desc=G. L. ALFIERI, LLC#find_loc=1 FERRY BUILDING,sf"
LD,5329,QUICK-N-EZEE INDIAN FOODS,1 FERRY BUILDING  #50,94111,US,,,,unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5329,,"http://www.yelp.com/search?find_desc=QUICK-N-EZEE INDIAN FOODS#find_loc=1 FERRY BUILDING  #50,sf"
MW,70215,TWIRL AND DIP,JUSTIN HERMAN PLAZA,,US,,,,http://www.yelp.com/biz/twirl-and-dip-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:70215,,"http://www.yelp.com/search?find_desc=TWIRL AND DIP#find_loc=JUSTIN HERMAN PLAZA,sf"
,64114,QUICK-N-EZEE INDIAN FOODS,3251 20TH AVE,94132,US,,,14150338383,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:64114,,"http://www.yelp.com/search?find_desc=QUICK-N-EZEE INDIAN FOODS#find_loc=3251 20TH AVE,sf"
JE,5839,ALICE FONG YU ELEMENTARY SCHOOL,1541 12TH AVE,94122,US,37.759386,-122.469292,14155752764,http://www.yelp.com/biz/alice-fong-yu-alternative-school-san-francisco#query:ALICE%20FONG%20YU%20ELEMENTARY%20SCHOOL,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5839,,"http://www.yelp.com/search?find_desc=ALICE FONG YU ELEMENTARY SCHOOL#find_loc=1541 12TH AVE,sf"
luther,69127,GIANT BURRITO,353 BAYSHORE BLVD,,US,37.741959,-122.405378,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69127,,"http://www.yelp.com/search?find_desc=GIANT BURRITO#find_loc=353 BAYSHORE BLVD,sf"
AG,65047,NOB HILL CINEMA & VIDEO ARCADE,729 BUSH ST.,94108,US,37.790054,-122.409268,14155396758,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:65047,,"http://www.yelp.com/search?find_desc=NOB HILL CINEMA & VIDEO ARCADE#find_loc=729 BUSH ST.,sf"
AG,65710,LA COCINA,DOLORES PARK,,US,37.777122,-122.419639,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:65710,,"http://www.yelp.com/search?find_desc=LA COCINA#find_loc=DOLORES PARK,sf"
AG,3646,THE MINT B & R INC.,1942 MARKET ST,94102,US,37.770204,-122.425708,14155624726,THE MINT B & R INC.,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:3646,,"http://www.yelp.com/search?find_desc=THE MINT B & R INC.#find_loc=1942 MARKET ST,sf"
,66652,METROPOLIS BAKING COMPANY,1700 O'FARRELL @ FILLMORE ST,94115,US,,,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:66652,,"http://www.yelp.com/search?find_desc=METROPOLIS BAKING COMPANY#find_loc=1700 O'FARRELL @ FILLMORE ST,sf"
KC,6332,S.F. G. HOSPITAL GIFT SHOP,1001 POTRERO AVE,94110,US,37.756827,-122.406625,,unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:6332,,"http://www.yelp.com/search?find_desc=S.F. G. HOSPITAL GIFT SHOP#find_loc=1001 POTRERO AVE,sf"
,69202,ET AL.,2255 POLK ST,94109,US,,,,et-al-san-francisco,,,
MW,69830,SAM'S CHOWDER MOBILE #2,GOLDEN GATE PARK,,US,,,,http://www.yelp.com/biz/sams-chowder-mobile-san-francisco-3,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69830,,"http://www.yelp.com/search?find_desc=SAM'S CHOWDER MOBILE #2#find_loc=GOLDEN GATE PARK,sf"
,5884,GORDON J LAU ELEMENTARY SCHOOL,950 CLAY ST,94108,US,37.794008,-122.408734,,gordon-j-lau-elementary-school-san-francisco,,,
,61056,TOWN SCHOOL FOR BOYS,2750 JACKSON ST,94115,US,37.791777,-122.440355,,town-school-for-boys-san-francisco,,,
,59251,MAUI WOWI HAWAIIAN,PIER 39  SPACE H-01,94133,US,37.80824,-122.410189,,maui-wowi-hawaiian-coffees-and-smoothies-san-francisco,,,
,66818,BRUNCH BOX S.F.,1026 VALENCIA ST,94103,US,37.764912,-122.421889,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:66818,,"http://www.yelp.com/search?find_desc=BRUNCH BOX S.F.#find_loc=1026 VALENCIA ST,sf"
,65391,CAFÉ BELLINI,500 PARNASSUS ST,94143,US,37.763473,-122.458202,,cafe-bellini-san-francisco-2,,,
,16432,AFC SUSHI @ SAFEWAY #1206,300 BAY ST,94133,US,37.805758,-122.412774,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:16432,,"http://www.yelp.com/search?find_desc=AFC SUSHI @ SAFEWAY #1206#find_loc=300 BAY ST,sf"
kl,1649,COURTYARD BY MARRIOTT-RESTAURANT,299 02ND ST,94105,US,37.785614,-122.396693,,courtyard-san-francisco-downtown-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:1649,"in the hotel category, not restaurant",
,69194,GRANDMA'S DELI & CAFÉ,1551 MISSION ST,94103,US,,,,grandmas-deli-and-cafe-san-francisco,,,
,5810,DENMAN MIDDLE SCHOOL,241 ONEIDA ST,94112,US,37.721825,-122.442876,14155464535,james-denman-middle-school-san-francisco,,,
JE,5975,ST. JOHN OF GOD SENIOR MEALS PROGRA,1290 05TH AVE,94122,US,37.764408,-122.461978,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5975,,"http://www.yelp.com/search?find_desc=ST. JOHN OF GOD SENIOR MEALS PROGRA#find_loc=1290 05TH AVE,sf"
SM,7602,OSKI,PIER 41,94133,US,37.808494,-122.412,,Unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:7602,,"http://www.yelp.com/search?find_desc=OSKI#find_loc=PIER 41,sf"
LD,5326,JUNE TAYLOR COMPANY,1 FERRY BUILDING  #50,94111,US,,,,unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5326,,"http://www.yelp.com/search?find_desc=JUNE TAYLOR COMPANY#find_loc=1 FERRY BUILDING  #50,sf"
,68572,STUDIO MIX,1000 VAN NESS AVE 3RD FLOOR,94109,US,37.784784,-122.421052,,studiomix-san-francisco,,,
,19379,ANDERSEN BAKERY,50 POST ST #1,94104,US,37.789064,-122.402861,,andersen-bakery-san-francisco-2,,,
MNW,63600,EAST & WEST GOURMET FOOD,651 LOMBARD ST,94133,US,,,14155680817,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:63600,,"http://www.yelp.com/search?find_desc=EAST & WEST GOURMET FOOD#find_loc=651 LOMBARD ST,sf"
,66817,CASEY'S PIZZA,OFF THE GRID,,US,0,0,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:66817,,"http://www.yelp.com/search?find_desc=CASEY'S PIZZA#find_loc=OFF THE GRID,sf"
luther,69397,MINNA SF GROUP LLC,142 MINNA ST,94105,US,,,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69397,,"http://www.yelp.com/search?find_desc=MINNA SF GROUP LLC#find_loc=142 MINNA ST,sf"
,5880,FRANCISCO MIDDLE SCHOOL,2190 POWELL ST,94133,US,37.804368,-122.411617,,francisco-middle-school-san-francisco,,,
luther,69290,KETTLE CORN STAR,PUBLIC RIGHT OF WAY,,US,,,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69290,,"http://www.yelp.com/search?find_desc=KETTLE CORN STAR#find_loc=PUBLIC RIGHT OF WAY,sf"
,2180,INDIA GARDEN RESTAURANT,1261 FOLSOM ST,94103,US,37.774257,-122.410943,,india-garden-restaurant-san-francisco,,,
JE,5610,NY FRANKFURTER / HOT DOG CART,CIVIC CENTER-POLKK/MCALLISTER,94102,US,37.779847,-122.418985,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5610,,"http://www.yelp.com/search?find_desc=NY FRANKFURTER / HOT DOG CART#find_loc=CIVIC CENTER-POLKK/MCALLISTER,sf"
,67982,CAFFE CENTRAL,845 MARKET ST,94103,US,37.784848,-122.406892,,caffe-central-san-francisco,,,
AG,65532,DAILY RESTAURANT,5820 MISSION ST,94112,US,37.709167,-122.451769,14155337869,http://www.yelp.com/biz/daily-restaurant-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:65532,,"http://www.yelp.com/search?find_desc=DAILY RESTAURANT#find_loc=5820 MISSION ST,sf"
,2430,EL DELFIN,3066 24TH ST,94110,US,37.752578,-122.413372,,el-delfin-san-francisco,,,
JN,68838,YUMSILOG,OFF THE GRID,,US,0,0,,http://www.yelp.com/biz/yumsilog-food-truck-brisbane-2,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:68838,,"http://www.yelp.com/search?find_desc=YUMSILOG#find_loc=OFF THE GRID,sf"
kl,1597,EL AMIGO AND EMMY'S SPAGHETTI'S SHACK,3355 MISSION ST,94110,US,37.743053,-122.421524,14155200682,el-amigo-bar-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:1597,,
AG,5455,AT&T -  CARVERY STAND-FIELD LEVEL,24 WILLIE MAYS PLAZA,94107,US,37.778382,-122.391151,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5455,,"http://www.yelp.com/search?find_desc=AT&T -  CARVERY STAND-FIELD LEVEL#find_loc=24 WILLIE MAYS PLAZA,sf"
SM,7600,MV VALLEJO,PIER 41,94133,US,37.808494,-122.412,,Unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:7600,,"http://www.yelp.com/search?find_desc=MV VALLEJO#find_loc=PIER 41,sf"
MW,69707,LITTLE GREEN CYCLO 2,OFF THE GRID,,US,,,,http://www.yelp.com/biz/little-green-cyclo-south-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69707,,"http://www.yelp.com/search?find_desc=LITTLE GREEN CYCLO 2#find_loc=OFF THE GRID,sf"
,17689,NEW MINGS RESTAURANT,641 MISSION ST,94105,US,37.787148,-122.400822,,new-mings-restaurant-san-francisco,,,
,34613,CLAY OVEN INDIAN CUISINE,1689 CHURCH ST,94131,US,37.743889,-122.426604,,clay-oven-indian-cuisine-san-francisco,,,
,70939,LA FROMAGERIE,2425 03RD ST,94107,US,,,,la-fromagerie-san-francisco,,,
,70405,SFSU  BOOKSTORE,1650 HOLLOWAY AVE,94132,US,,,14155337374,sfsu-bookstore-san-francisco,,,
JE,5745,BAYCO VENDING,VARIOUS LOCATIONS,94123,US,,,14150585252,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5745,,"http://www.yelp.com/search?find_desc=BAYCO VENDING#find_loc=VARIOUS LOCATIONS,sf"
,64466,SHANGHAI DUMPLING KING,3319 BALBOA ST,94121,US,37.775813,-122.494499,,shanghai-dumpling-king-san-francisco,,,
MW,70211,CP - NAPA NOODLE," CANDLESTICK PARK  UC, SEC. 35",94124,US,,,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:70211,none found,"http://www.yelp.com/search?find_desc=CP - NAPA NOODLE#find_loc= CANDLESTICK PARK  UC, SEC. 35,sf"
,68952,LIVE SUSHI,4808 MISSION ST,94112,US,37.72097,-122.437686,,live-sushi-mission-san-francisco-2,,,
,60978,PANORAMA BAKING CO INC,100 ALEMANY BLVD,94110,US,,,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:60978,,"http://www.yelp.com/search?find_desc=PANORAMA BAKING CO INC#find_loc=100 ALEMANY BLVD,sf"
JE,5623,AT&T - DOGGIE DINNER ROOM 5310 [145153],24 5624 PL,94107,US,37.778382,-122.391151,14155971500,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5623,,"http://www.yelp.com/search?find_desc=AT&T - DOGGIE DINNER ROOM 5310 [145153]#find_loc=24 5624 PL,sf"
,70118,YOGORINO,5 EMBARCADERO CENTER,94111,US,37.794147,-122.396412,,yogorino-san-francisco,,,
luther,69217,OREXI INC.,243 WEST PORTAL AVE,94127,US,37.738434,-122.468438,14155863810,http://www.yelp.com/biz/orexi-san-francisco#query:OREXI%20INC.,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69217,,"http://www.yelp.com/search?find_desc=OREXI INC.#find_loc=243 WEST PORTAL AVE,sf"
LD,33748,CITY PIZZA AND YUCATECAN FOOD,294 TURK ST,94102,US,37.78287,-122.413938,,http://www.yelp.com/biz/comida-yucatan-pizza-and-restaurant-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:33748,,"http://www.yelp.com/search?find_desc=CITY PIZZA AND YUCATECAN FOOD#find_loc=294 TURK ST,sf"
,38882,REGENCY CLUB 18TH FLOOR,5 EMBARCADERO CENTER  18TH FLOOR,94111,US,37.794147,-122.396412,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:38882,,"http://www.yelp.com/search?find_desc=REGENCY CLUB 18TH FLOOR#find_loc=5 EMBARCADERO CENTER  18TH FLOOR,sf"
luther,69398,BAYVIEW BURGER AND PIZZA,5155 03RD ST,94124,US,,,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69398,,"http://www.yelp.com/search?find_desc=BAYVIEW BURGER AND PIZZA#find_loc=5155 03RD ST,sf"
,62118,NASER MINI MART,2400 SAN BRUNO AVE,94134,US,37.732228,-122.405571,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:62118,,"http://www.yelp.com/search?find_desc=NASER MINI MART#find_loc=2400 SAN BRUNO AVE,sf"
JN,68907,SOCIAL ICE,HEART OF CITY FARMER'S MARKET (HOCFM),,US,,,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:68907,,"http://www.yelp.com/search?find_desc=SOCIAL ICE#find_loc=HEART OF CITY FARMER'S MARKET (HOCFM),sf"
,38649,URBAN TAVERN,333 O'FARRELL ST LOBBY LEVEL,94102,US,37.786094,-122.410467,,urban-tavern-san-francisco,,,
LD,5313,S.F. BAY CONCESSIONAIRES COMMISSARY,PIER 41,94133,US,,,,unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5313,,"http://www.yelp.com/search?find_desc=S.F. BAY CONCESSIONAIRES COMMISSARY#find_loc=PIER 41,sf"
AG,5091,CRAB CAKE & SWEET,PIER 39  SPACE K-01,94133,US,37.80824,-122.410189,,http://www.yelp.com/biz/crabcakes-and-sweets-san-francisco#query:CRAB%20CAKE%20%26%20SWEET,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5091,,"http://www.yelp.com/search?find_desc=CRAB CAKE & SWEET#find_loc=PIER 39  SPACE K-01,sf"
JE,5721,CP - ROOM E41,CANDLESTICK PARK  E41,94124,US,37.712613,-122.387477,14155468570,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5721,,"http://www.yelp.com/search?find_desc=CP - ROOM E41#find_loc=CANDLESTICK PARK  E41,sf"
Partha,68308,CHEESE GONE WILD,OFF THE GRID,,US,0,0,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:68308,,"http://www.yelp.com/search?find_desc=CHEESE GONE WILD#find_loc=OFF THE GRID,sf"
JE,4372,CLUB PUERTORRIQUENO OF SF INC.,3249A MISSION ST,94110,US,37.744901,-122.420273,,http://www.yelp.com/biz/club-puertorriqueno-de-san-francisco-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:4372,,"http://www.yelp.com/search?find_desc=CLUB PUERTORRIQUENO OF SF INC.#find_loc=3249A MISSION ST,sf"
,5823,WEBSTER ELEMENTARY SCHOOL,465 MISSOURI ST,94107,US,37.760474,-122.396296,14155695787,daniel-webster-elementary-school-san-francisco,,,
,276,CORSAGNA,1668 UNION ST,94123,US,37.79826,-122.426748,14155770527,corsagna-deli-san-francisco,,,
AG,5446,ALLSTAR TAMALES,1 UNITED NATIONS PLZ,94102,US,37.780485,-122.413507,14155251097,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5446,,"http://www.yelp.com/search?find_desc=ALLSTAR TAMALES#find_loc=1 UNITED NATIONS PLZ,sf"
MNW,63564,LINKED FOODS,528 LARKIN ST #A,94102,US,37.782757,-122.417377,14155305464,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:63564,,"http://www.yelp.com/search?find_desc=LINKED FOODS#find_loc=528 LARKIN ST #A,sf"
AG,3284,SEOUL GARDEN RESTAURANT,22 PEACE PLAZA,94115,US,37.785018,-122.429587,14155567664,http://www.yelp.com/biz/seoul-garden-san-francisco#query:SEOUL%20GARDEN%20RESTAURANT%2022%20PEACE%20PLAZA,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:3284,,"http://www.yelp.com/search?find_desc=SEOUL GARDEN RESTAURANT#find_loc=22 PEACE PLAZA,sf"
MW,69863,HONGRY KONG,1975 BRYANT,,US,,,,http://www.yelp.com/biz/hongry-kong-truck-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69863,,"http://www.yelp.com/search?find_desc=HONGRY KONG#find_loc=1975 BRYANT,sf"
LR,2967,CHAYA BRASSERIE SAN FRANCISCO,132 EMBARCADERO,94105,US,37.788613,-122.393894,,http://www.yelp.com/biz/chaya-brasserie-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:2967,,"http://www.yelp.com/search?find_desc=CHAYA BRASSERIE SAN FRANCISCO#find_loc=132 EMBARCADERO,sf"
LD,37021,GOZA-GOZA TACO,P.O. BOX 40381,94140,US,37.754018,-122.416439,14155576608,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:37021,,"http://www.yelp.com/search?find_desc=GOZA-GOZA TACO#find_loc=P.O. BOX 40381,sf"
kl,2008,HOOK A COOK,PIER 39  BUILDING B  SPACE 1-3,94133,US,37.786766,-122.461545,,hook-and-cook-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:2008,,
JN,68902,LICK POPS LLC,428 11TH ST,94103,US,,,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:68902,,"http://www.yelp.com/search?find_desc=LICK POPS LLC#find_loc=428 11TH ST,sf"
,63905,SCREAM SORBET,270 NOE ST,94114,US,,,14157305803,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:63905,,"http://www.yelp.com/search?find_desc=SCREAM SORBET#find_loc=270 NOE ST,sf"
SM,10280,TENDERLOIN ELEMENTARY SCHOOL,627 TURK ST,94102,US,37.782034,-122.419777,,unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:10280,,"http://www.yelp.com/search?find_desc=TENDERLOIN ELEMENTARY SCHOOL#find_loc=627 TURK ST,sf"
AG,65704,COASTSIDE FARMS AND SPECIALTIES,505 GENE FRIEND WAY,94158,US,,,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:65704,,"http://www.yelp.com/search?find_desc=COASTSIDE FARMS AND SPECIALTIES#find_loc=505 GENE FRIEND WAY,sf"
,5804,JUNIPERO SERRA ELEMENTARY SCHOOL,625 HOLLY PARK CIR,94110,US,37.736683,-122.421132,14155695685,junipero-serra-elementary-school-san-francisco,,,
,69573,NOSA RIA,500 LAGUNA ST,94102,US,37.775566,-122.425986,,nosa-ria-san-francisco,,,
,66891,PURPLE PLANT SMOOTHIES,FARMER'S MARKET (CIVIC CENTER),,US,37.794373,-122.394948,,purple-plant-smoothies-san-francisco-2,,,
luther,69350,CHIPOTLE MEXICAN GRILL #1460,121 04TH ST SPACE #1035,94103,US,37.784283,-122.403881,,http://www.yelp.com/biz/chipotle-mexican-grill-san-francisco-11,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69350,,"http://www.yelp.com/search?find_desc=CHIPOTLE MEXICAN GRILL #1460#find_loc=121 04TH ST SPACE #1035,sf"
JN,68059,"HOME MAID RAVIOLI CO., INC.",50 FREMONT ST,94105,US,,,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:68059,,"http://www.yelp.com/search?find_desc=HOME MAID RAVIOLI CO., INC.#find_loc=50 FREMONT ST,sf"
MNW,62528,JAPANESE TEA GARDEN GIFT SHOP,GOLDEN GATE PARK - B,94121,US,,,,UNMATCHED,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:62528,,"http://www.yelp.com/search?find_desc=JAPANESE TEA GARDEN GIFT SHOP#find_loc=GOLDEN GATE PARK - B,sf"
,64006,FALLON HILLS RANCH,3251 20TH AVE,94132,US,,,14157777708,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:64006,,"http://www.yelp.com/search?find_desc=FALLON HILLS RANCH#find_loc=3251 20TH AVE,sf"
MW,69906,THE CHAIRMAN,177 EDDY ST,94102,US,,,,http://www.yelp.com/biz/the-chairman-truck-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69906,,"http://www.yelp.com/search?find_desc=THE CHAIRMAN#find_loc=177 EDDY ST,sf"
LD,5316,NICK'S LIGHTHOUSE,PIER 45  SHED B SPACE 1A,94133,US,,,,unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5316,,"http://www.yelp.com/search?find_desc=NICK'S LIGHTHOUSE#find_loc=PIER 45  SHED B SPACE 1A,sf"
